Floor/Area,Bay Number,Bay Name,Occupied At,Occupancy Hours,Occupancy Percent,Occupancy Count,Ave Bays Occupied
Precinct 3,All,-,2020/05/04 04:00:00,40.6,15.0929,4,40.6
Precinct 4,All,-,2020/05/04 04:00:00,7.9,10.2597,1,7.9
Precinct 1,All,-,2020/05/04 05:00:00,22.5,9.1837,19,22.5
Precinct 2,All,-,2020/05/04 05:00:00,22.5333,13.5743,26,22.5333
Precinct 3,All,-,2020/05/04 05:00:00,39.6333,14.7336,7,39.6333
Precinct 4,All,-,2020/05/04 05:00:00,7,9.0909,0,7
Precinct 1,All,-,2020/05/04 06:00:00,21.5833,8.8095,23,21.5833
Precinct 2,All,-,2020/05/04 06:00:00,23.8167,14.3474,43,23.8167
Precinct 3,All,-,2020/05/04 06:00:00,46.6833,17.3544,49,46.6833
Precinct 4,All,-,2020/05/04 06:00:00,7.85,10.1948,11,7.85
Precinct 1,All,-,2020/05/04 07:00:00,28.5,11.6327,79,28.5
Precinct 2,All,-,2020/05/04 07:00:00,32.0167,19.2871,69,32.0167
Precinct 3,All,-,2020/05/04 07:00:00,67.5833,25.1239,70,67.5833
Precinct 4,All,-,2020/05/04 07:00:00,14.35,18.6364,26,14.35
Precinct 1,All,-,2020/05/04 08:00:00,37.8333,15.4422,129,37.8333
Precinct 2,All,-,2020/05/04 08:00:00,45.7,27.5301,131,45.7
Precinct 3,All,-,2020/05/04 08:00:00,120.1,44.6468,118,120.1
Precinct 4,All,-,2020/05/04 08:00:00,28.4,36.8831,37,28.4
Precinct 1,All,-,2020/05/04 09:00:00,43.1167,17.5986,124,43.1167
Precinct 2,All,-,2020/05/04 09:00:00,58.2167,35.0703,125,58.2167
Precinct 3,All,-,2020/05/04 09:00:00,138.8667,51.6233,96,138.8667
Precinct 4,All,-,2020/05/04 09:00:00,33.5667,43.5931,33,33.5667
Precinct 1,All,-,2020/05/04 10:00:00,40.9,16.6939,147,40.9
Precinct 2,All,-,2020/05/04 10:00:00,57.55,34.6687,186,57.55
Precinct 3,All,-,2020/05/04 10:00:00,145.8167,54.2069,86,145.8167
Precinct 4,All,-,2020/05/04 10:00:00,37.7667,49.0476,19,37.7667
Precinct 1,All,-,2020/05/04 11:00:00,47.3333,19.3197,150,47.3333
Precinct 2,All,-,2020/05/04 11:00:00,65.3333,39.3574,154,65.3333
Precinct 3,All,-,2020/05/04 11:00:00,148.7667,55.3036,99,148.7667
Precinct 4,All,-,2020/05/04 11:00:00,34.0167,44.1775,19,34.0167
Precinct 1,All,-,2020/05/04 12:00:00,50.2833,20.5238,174,50.2833
Precinct 2,All,-,2020/05/04 12:00:00,65.8167,39.6486,203,65.8167
Precinct 3,All,-,2020/05/04 12:00:00,153.0333,56.8897,152,153.0333
Precinct 4,All,-,2020/05/04 12:00:00,32.8333,42.6407,13,32.8333
Precinct 1,All,-,2020/05/04 13:00:00,43.7167,17.8435,143,43.7167
Precinct 2,All,-,2020/05/04 13:00:00,68.9333,41.5261,154,68.9333
Precinct 3,All,-,2020/05/04 13:00:00,147.2167,54.7274,147,147.2167
